fold,perm,train_tn,train_fp,train_fn,train_tp,train_accuracy,train_bal_acc,train_f1_macro,train_f1_weighted,train_roc_auc,train_prec_left,train_prec_right,train_rec_left,train_rec_right,test_tn,test_fp,test_fn,test_tp,test_accuracy,test_bal_acc,test_f1_macro,test_f1_weighted,test_roc_auc,test_prec_left,test_prec_right,test_rec_left,test_rec_right,train_sac_tn,train_sac_fp,train_sac_fn,train_sac_tp,train_sac_accuracy,train_sac_bal_acc,train_sac_f1_macro,train_sac_f1_weighted,train_sac_roc_auc,train_sac_prec_left,train_sac_prec_right,train_sac_rec_left,train_sac_rec_right,test_sac_tn,test_sac_fp,test_sac_fn,test_sac_tp,test_sac_accuracy,test_sac_bal_acc,test_sac_f1_macro,test_sac_f1_weighted,test_sac_roc_auc,test_sac_prec_left,test_sac_prec_right,test_sac_rec_left,test_sac_rec_right,train_sac_opt_tn,train_sac_opt_fp,train_sac_opt_fn,train_sac_opt_tp,train_sac_opt_accuracy,train_sac_opt_bal_acc,train_sac_opt_f1_macro,train_sac_opt_f1_weighted,train_sac_opt_roc_auc,train_sac_opt_prec_left,train_sac_opt_prec_right,train_sac_opt_rec_left,train_sac_opt_rec_right,train_sac_opt_thr,test_sac_opt_tn,test_sac_opt_fp,test_sac_opt_fn,test_sac_opt_tp,test_sac_opt_accuracy,test_sac_opt_bal_acc,test_sac_opt_f1_macro,test_sac_opt_f1_weighted,test_sac_opt_roc_auc,test_sac_opt_prec_left,test_sac_opt_prec_right,test_sac_opt_rec_left,test_sac_opt_rec_right,test_sac_opt_thr
0,42,331568,102,244969,67268,0.6194000065226811,0.6075656893959331,0.5422840862613181,0.5479541342311973,0.9094091465316125,0.9996924654023578,0.9984859729850082,0.5751027254105113,0.2154389133895086,79926,3604,74809,3469,0.5153947888855928,0.500585117857134,0.37609395331932893,0.3856628350226919,0.4996813621694952,0.9568538249730636,0.4904566661953909,0.5165347206514364,0.044316410741204425,1670,0,1483,0,0.5296542974944497,0.5,0.3462575160688368,0.36679356285122583,0.5172760345795261,1.0,,0.5296542974944497,0.0,396,0,393,0,0.5019011406844106,0.5,0.3341772151898734,0.3354478509890744,0.5177988536767162,1.0,,0.5019011406844106,0.0,500,1170,394,1089,0.5039644782746591,0.5168617586135887,0.4860286447802113,0.4803342460307007,0.5172760345795261,0.2994011976047904,0.4820717131474104,0.5592841163310962,0.734322319622387,0.484,49,347,40,353,0.5095057034220533,0.5109781016269566,0.42399524622480456,0.423151393028779,0.5177988536767162,0.12373737373737374,0.5042857142857143,0.550561797752809,0.8982188295165394,0.484
1,42,332240,113,238348,74450,0.6303795545538952,0.6188365154170155,0.5601511419070799,0.5654784106502758,0.916405994254449,0.999660000060177,0.9984845030376996,0.5822765287738263,0.23801303077385405,78947,3900,74007,3710,0.5147916095762437,0.5003312875897235,0.3782832890766987,0.3875910456879759,0.5004186810799232,0.9529252718867309,0.48751642575558474,0.5161486459981433,0.04773730329271588,1640,0,1513,0,0.520139549635268,0.5,0.34216565825161693,0.3559477827673021,0.5203456224912546,1.0,,0.520139549635268,0.0,426,0,363,0,0.5399239543726235,0.5,0.3506172839506173,0.3786133408440126,0.46714261695055553,1.0,,0.5399239543726235,0.0,956,684,805,708,0.5277513479226134,0.5254356552157722,0.5248115239974473,0.5263169983462218,0.5203456224912546,0.5829268292682926,0.5086206896551724,0.5428733674048836,0.4679444811632518,0.485,424,2,360,3,0.541191381495564,0.5017848135645832,0.35856539705353935,0.3858942260793055,0.46714261695055553,0.9953051643192489,0.6,0.5408163265306123,0.008264462809917356,0.487
2,42,332002,100,247494,65455,0.6161636831816399,0.6044271865448552,0.5371286165247581,0.542807759909149,0.9075836978356081,0.999698887691131,0.9984745633437572,0.5729150848323371,0.2091554853985793,79534,3564,74297,3269,0.5153799233182293,0.4996278176365818,0.3744197487751324,0.38464451355022466,0.5000562813633438,0.9571108811283063,0.4784135811503,0.517021926659776,0.042144754144857285,1647,0,1507,0,0.5221940393151554,0.5,0.3430535305144761,0.3582810176013584,0.5292947826153522,1.0,,0.5221940393151554,0.0,419,0,369,0,0.5317258883248731,0.5,0.3471416735708368,0.3691684295080726,0.5305120592972039,1.0,,0.5317258883248731,0.0,1244,403,1072,435,0.5323398858592264,0.5219828213127244,0.49940467447557285,0.5051042166186032,0.5292947826153522,0.7553126897389193,0.5190930787589498,0.5371329879101899,0.28865295288652953,0.486,34,385,15,354,0.49238578680203043,0.520247589110736,0.3921441574871178,0.3764814029066627,0.5305120592972039,0.081145584725537,0.4790257104194858,0.6938775510204082,0.959349593495935,0.484
3,42,331928,120,236878,75876,0.6324484105198185,0.6211223081508704,0.5636386832110442,0.5688236256395176,0.9197415733350797,0.9996386064665349,0.9984209695247118,0.5835522128810174,0.24260600983520594,79162,3990,74068,3693,0.5149055700906701,0.499753629559371,0.378111426596762,0.3878830841988987,0.49619386391080633,0.952015585914951,0.4806716126513081,0.5166220713959407,0.0474916732037911,1665,0,1489,0,0.5279010779961953,0.5,0.3455073666735837,0.3647874226452231,0.5155218347965158,1.0,,0.5279010779961953,0.0,401,0,387,0,0.5088832487309645,0.5,0.33725820016820857,0.34325009712551174,0.498662903464852,1.0,,0.5088832487309645,0.0,1267,398,1071,418,0.5342422320862397,0.5208431399835026,0.4978575179244634,0.5054001677389188,0.5155218347965158,0.760960960960961,0.5122549019607843,0.5419161676646707,0.2807253190060443,0.486,38,363,35,352,0.4949238578680203,0.5021619078917693,0.3995880141208543,0.3953373714060125,0.498662903464852,0.09476309226932668,0.49230769230769234,0.5205479452054794,0.9095607235142119,0.484
4,42,332570,57,252483,58839,0.6078260856061583,0.594412940446288,0.5213337003854108,0.5280655658559933,0.9034883277079785,0.999828636881552,0.9990321923390383,0.5684442264205123,0.18899724401102397,79605,2968,76316,2877,0.5098846481955417,0.5001925079228482,0.3676139158955885,0.37388118566899375,0.49991909863444384,0.964056047376261,0.49221556886227547,0.5105470077795807,0.03632896846943543,1642,0,1512,0,0.5206087507926442,0.5,0.34236864053377813,0.3564802205177322,0.5213521225244733,1.0,,0.5206087507926442,0.0,424,0,364,0,0.5380710659898477,0.5,0.34983498349834985,0.3764721649829958,0.5465866680489322,1.0,,0.5380710659898477,0.0,1076,566,919,593,0.5291693088142042,0.5237470918804659,0.5178624534416698,0.5209057064404886,0.5213521225244733,0.6552984165651644,0.5116479723899914,0.5393483709273182,0.3921957671957672,0.484,110,314,74,290,0.5076142131979695,0.5280686294837238,0.48050782949108306,0.47147236825545424,0.5465866680489322,0.25943396226415094,0.48013245033112584,0.5978260869565217,0.7967032967032966,0.483
0,43,331607,101,246205,65994,0.6174820276841221,0.6055399603960505,0.539047227867973,0.5448081827520084,0.9051179140087936,0.9996955153327626,0.9984718965125955,0.5739011996981718,0.21138440545933843,79806,3686,74884,3432,0.5144245031148027,0.4998372602625075,0.37523446335360394,0.3846676165969062,0.5002412968402885,0.9558520576821732,0.48215790952514753,0.5159092378304997,0.043822462842841824,1594,0,1559,0,0.5055502695845226,0.5,0.33579102591110177,0.3395184873468419,0.5116078334163634,1.0,,0.5055502695845226,0.0,401,0,388,0,0.5082382762991128,0.5,0.3369747899159664,0.3425269727662929,0.48589865542329735,1.0,,0.5082382762991128,0.0,465,1129,420,1139,0.5087218522042499,0.5111577411444295,0.4851977936854053,0.48397621794629614,0.5116078334163634,0.2917189460476788,0.5022045855379189,0.5254237288135594,0.7305965362411803,0.484,40,361,34,354,0.49936628643852976,0.5060608787310075,0.405153409362027,0.40125287623465583,0.48589865542329735,0.09975062344139651,0.4951048951048951,0.5405405405405406,0.9123711340206185,0.484
1,43,332523,64,243975,68589,0.6217335166495905,0.6096237139321278,0.5456988248279795,0.551467095055931,0.9143640140796994,0.9998075691473208,0.9990677756252458,0.5767981849026362,0.21943985871693478,79401,3212,74932,3019,0.5133155626416881,0.49992468942151214,0.37096444224917646,0.3796528887846153,0.5012611230822148,0.9611199205936112,0.4845129192745948,0.5144784329987754,0.038729458249413096,1600,0,1553,0,0.507453219156359,0.5,0.3366294971596886,0.34164744399334074,0.5242671442369606,1.0,,0.507453219156359,0.0,395,0,394,0,0.5006337135614702,0.5,0.33361486486486486,0.3340376973932107,0.49048383987663047,1.0,,0.5006337135614702,0.0,1049,551,951,602,0.523628290516968,0.5216309159690921,0.5138574772111357,0.5148848334200263,0.5242671442369606,0.655625,0.5221162185602776,0.5245,0.38763683193818416,0.485,306,89,291,103,0.5183776932826363,0.5180524320503759,0.4842356600242211,0.48440384738017384,0.49048383987663047,0.7746835443037975,0.5364583333333334,0.5125628140703518,0.2614213197969543,0.485
2,43,332535,109,240674,71733,0.6267225382179084,0.6146431277345692,0.5537796206030656,0.5594396455406488,0.9174142381721371,0.9996723223626459,0.9984827816597533,0.5801287139594807,0.2296139331064925,78901,3655,74766,3342,0.5118943882886023,0.49925696604486797,0.3732797975427721,0.38143974804023034,0.4984438139006745,0.955727021658026,0.47763327140202944,0.5134544176693759,0.04278691043170994,1578,0,1576,0,0.5003170577045022,0.5,0.3334742180896027,0.333685679229799,0.5314769868689403,1.0,,0.5003170577045022,0.0,417,0,371,0,0.5291878172588832,0.5,0.34605809128630705,0.36625945194515236,0.5040754458427866,1.0,,0.5291878172588832,0.0,698,880,622,954,0.5237793278376665,0.5238310075723945,0.5206211584893212,0.5205964852912872,0.5314769868689403,0.4423320659062104,0.520174482006543,0.5287878787878788,0.6053299492385786,0.484,349,68,301,70,0.5317258883248731,0.5128048504592553,0.4646098438049504,0.4756755715752603,0.5040754458427866,0.8369304556354916,0.5072463768115942,0.536923076923077,0.18867924528301888,0.485
3,43,331703,105,241408,71586,0.6254462610227636,0.6141986006982887,0.5526453773848172,0.5579109917997317,0.9185748033622636,0.9996835519336483,0.9985353810101686,0.578776188207869,0.228713649462929,79861,3531,74129,3392,0.5173789563304394,0.5007068472022628,0.3765926241760518,0.3874016651740825,0.5002793743270397,0.9576578089025326,0.48996099956666184,0.5186115981557244,0.04375588550199301,1595,0,1559,0,0.5057070386810399,0.5,0.33586018109075594,0.33969371518056796,0.5236352376030773,1.0,,0.5057070386810399,0.0,400,0,388,0,0.5076142131979695,0.5,0.3367003367003367,0.34182775299526574,0.5137628865979382,1.0,,0.5076142131979695,0.0,1069,526,978,581,0.523145212428662,0.5214471136348555,0.5114495263024982,0.512312322820002,0.5236352376030773,0.6702194357366771,0.5248419150858176,0.5222276502198339,0.372674791533034,0.486,107,293,91,297,0.5126903553299492,0.5164819587628866,0.48261074748137966,0.4807109827751542,0.5137628865979382,0.2675,0.5033898305084745,0.5404040404040404,0.7654639175257731,0.485
4,43,332006,47,245708,66188,0.6183626343079964,0.6060351096130453,0.5399750648294679,0.5459192004334478,0.9157359475083421,0.9998584563307664,0.9992904053748018,0.5746892060777478,0.2122117628953241,80099,3048,75552,3067,0.5141129780052669,0.5011764794486583,0.37162138128725564,0.3799971465528486,0.5036043502237029,0.963342032785308,0.5015535568274734,0.514606395076164,0.03901092611200855,1613,0,1541,0,0.5114140773620799,0.5,0.3383679462974617,0.3460922621292363,0.5159281358108779,1.0,,0.5114140773620799,0.0,382,0,406,0,0.4847715736040609,0.5,0.3264957264957265,0.31655169421666884,0.5052420498800712,1.0,,0.4847715736040609,0.0,307,1306,250,1291,0.5066582117945466,0.5140481318038503,0.45346112127009863,0.4495686512317244,0.5159281358108779,0.1903285802851829,0.49711205236811706,0.5511669658886894,0.8377676833225178,0.483,119,263,119,287,0.5152284263959391,0.5092074381657339,0.4921446888918882,0.49544236567818123,0.5052420498800712,0.31151832460732987,0.5218181818181818,0.5,0.7068965517241379,0.484
0,44,331811,133,220778,91185,0.6569209528705232,0.6459468042478126,0.6012334816227548,0.6058576343036857,0.9312588085856891,0.9995993300074711,0.9985435511071201,0.6004661692505642,0.29229427848815404,78462,4794,74040,4512,0.5127929397804806,0.49992911111704147,0.3841629668002792,0.39234518982798533,0.499139019983964,0.942418564427789,0.48484848484848486,0.5144981705157965,0.05743965780629392,1629,0,1524,0,0.5166508087535681,0.5,0.34065244667503136,0.3519967241570733,0.5074849069280705,1.0,,0.5166508087535681,0.0,402,0,387,0,0.5095057034220533,0.5,0.33753148614609574,0.3439484345519151,0.4828634604754008,1.0,,0.5095057034220533,0.0,634,995,562,962,0.5061845861084682,0.5102147107302195,0.5007821473333113,0.4990527080912641,0.5074849069280705,0.38919582565991406,0.4915687276443536,0.5301003344481605,0.631233595800525,0.484,293,109,278,109,0.5095057034220533,0.5052547340815303,0.48129581340830524,0.4835955327029043,0.4828634604754008,0.7288557213930348,0.5,0.5131348511383538,0.28165374677002586,0.485
1,44,332432,84,234452,78183,0.6364634015912554,0.6249124735342255,0.5696219503717229,0.5748486175039261,0.9218638278935107,0.9997473805771753,0.9989267507378589,0.5864197966426994,0.25007756649127577,78613,4071,74002,3878,0.513757753917441,0.5002794557938135,0.3792811810607935,0.387925396702773,0.5024305500944096,0.9507643558608679,0.4878601081897094,0.5151066408937522,0.049794555726759115,1616,0,1537,0,0.5125277513479226,0.5,0.33885510589222056,0.34734529091140404,0.510234753956853,1.0,,0.5125277513479226,0.0,415,0,374,0,0.5259822560202788,0.5,0.3446843853820598,0.36259574127643807,0.49469750660395595,1.0,,0.5259822560202788,0.0,993,623,912,625,0.513162067871868,0.5105582512545335,0.506438669853156,0.5078820080147817,0.510234753956853,0.614480198019802,0.500801282051282,0.521259842519685,0.4066363044892648,0.485,395,20,350,24,0.5310519645120405,0.5079891759551575,0.3979335093218941,0.4126447132647404,0.49469750660395595,0.9518072289156626,0.5454545454545454,0.5302013422818792,0.06417112299465241,0.486
2,44,332136,208,221771,90936,0.6558737216127097,0.645088357415432,0.5999373175422572,0.6044913107708288,0.9246193113752317,0.9993741424548058,0.9977178969542702,0.5996241246274194,0.2908025723760581,77805,5051,73001,4807,0.5141911069063387,0.5004095469956166,0.38781408911750337,0.3965533858899909,0.499638616143796,0.9390388143284735,0.4876242645567052,0.5159277482328289,0.06178027966275961,1621,0,1533,0,0.5139505389980976,0.5,0.3394764397905759,0.34894819841504343,0.5070497180474955,1.0,,0.5139505389980976,0.0,410,0,378,0,0.5203045685279187,0.5,0.34223706176961605,0.35613501351660554,0.5258097819073428,1.0,,0.5203045685279187,0.0,948,673,861,672,0.5136334812935954,0.5115901734934465,0.5098803226244335,0.5110769819102532,0.5070497180474955,0.5848241826033312,0.4996282527881041,0.5240464344941956,0.4383561643835616,0.485,281,129,242,136,0.5291878172588832,0.5225771067234481,0.5126875461520639,0.5163289852928792,0.5258097819073428,0.6853658536585366,0.5132075471698113,0.5372848948374761,0.35978835978835977,0.485
3,44,331831,136,237567,75268,0.6313550516282518,0.6200949989353749,0.5620130318888039,0.567183892541568,0.9108304771937686,0.9995903207246504,0.9981963821547929,0.5827751414651966,0.2405996771460994,78991,4242,73709,3971,0.515570525687794,0.5000773085532365,0.3810346167701686,0.3909929998975956,0.499844346321086,0.9490346377037954,0.4835017654937295,0.5172953503601834,0.05111997940267765,1636,0,1518,0,0.518706404565631,0.5,0.341544885177453,0.3543230387763558,0.5046334773266845,1.0,,0.518706404565631,0.0,395,0,393,0,0.501269035532995,0.5,0.3338968723584108,0.3347443263491682,0.5124810770766902,1.0,,0.501269035532995,0.0,771,865,695,823,0.5053899809765378,0.5067160657279718,0.5052554989375578,0.5049503281567957,0.5046334773266845,0.4712713936430318,0.48755924170616116,0.5259208731241474,0.5421607378129117,0.485,353,42,333,60,0.5241116751269036,0.5231713209005701,0.4477616124239621,0.4482827732615249,0.5124810770766902,0.8936708860759494,0.5882352941176471,0.5145772594752187,0.15267175572519084,0.486
4,44,331939,90,232103,79817,0.6394233083675881,0.6278091349686126,0.5741429762075789,0.57934967058334,0.9226259296008199,0.999728939339636,0.9988736906653986,0.5885005017356864,0.2558893305975891,78944,4227,74536,4059,0.513105349702657,0.5004107517188761,0.38030735530462184,0.38842224643589524,0.50198260317594,0.9491769967897464,0.48986241853729184,0.5143601772217878,0.0516445066480056,1622,0,1532,0,0.5142675967025999,0.5,0.3396147403685092,0.34930571266818133,0.5088260954950372,1.0,,0.5142675967025999,0.0,409,0,379,0,0.5190355329949239,0.5,0.341687552213868,0.3546959615621117,0.5251304746114792,1.0,,0.5190355329949239,0.0,685,937,627,905,0.5041217501585289,0.5065245981333686,0.5016972889844107,0.500705463958635,0.5088260954950372,0.42231812577065353,0.49131378935939196,0.5221036585365854,0.5907310704960835,0.484,334,75,297,82,0.5279187817258884,0.5164923779602738,0.47413892078071185,0.48054128517894723,0.5251304746114792,0.8166259168704156,0.5222929936305732,0.5293185419968305,0.21635883905013192,0.485
0,45,331665,154,219135,92953,0.6594399501791408,0.6486890834055165,0.6051768185956832,0.6096619967571213,0.9387947479704726,0.9995358915553358,0.9983459890233817,0.6021514161220044,0.2978422752556971,78811,4570,74022,4405,0.5142885395036092,0.5006791159255597,0.38404167949815654,0.39271360037102987,0.4988726660267142,0.9451913505474868,0.49080779944289693,0.5156674278460803,0.056166881303632676,1634,0,1519,0,0.5182366000634316,0.5,0.3413411322331314,0.3537909356606005,0.5386604438435065,1.0,,0.5182366000634316,0.0,404,0,385,0,0.5120405576679341,0.5,0.33864207879295893,0.34679695774995034,0.5139513951395139,1.0,,0.5120405576679341,0.0,656,978,507,1012,0.5290199809705043,0.5338482848424244,0.5229382578512805,0.5209736562818682,0.5386604438435065,0.401468788249694,0.5085427135678392,0.5640584694754944,0.6662277814351547,0.484,122,282,102,283,0.5133079847908745,0.5185225665423685,0.49216225276567216,0.48966679370679733,0.5139513951395139,0.30198019801980197,0.5008849557522124,0.5446428571428571,0.7350649350649351,0.484
1,45,332521,116,234393,78121,0.6365052522587735,0.6248136362906641,0.5695774652539236,0.5748714426827702,0.9217527831563903,0.9996512715061764,0.9985173255620742,0.5865457547352861,0.24997600107515183,78432,4131,74060,3941,0.5130228444732319,0.5002452370874038,0.37946181324482714,0.3876413976840746,0.49970075814774934,0.9499654809054904,0.4882309217046581,0.5143351782388584,0.05052499326931706,1638,0,1515,0,0.5195052331113226,0.5,0.34189104571070755,0.35522837480122993,0.5267919099602267,1.0,,0.5195052331113226,0.0,400,0,389,0,0.5069708491761724,0.5,0.33641715727502103,0.3411073838023027,0.516413881748072,1.0,,0.5069708491761724,0.0,386,1252,284,1231,0.5128449096098954,0.5240972448893241,0.47514831939366564,0.4696611234213624,0.5267919099602267,0.23565323565323565,0.49577124446234394,0.5761194029850746,0.8125412541254126,0.483,143,257,127,262,0.5133079847908745,0.5155109254498714,0.5019790913275035,0.5009318826880322,0.516413881748072,0.3575,0.5048169556840078,0.5296296296296297,0.6735218508997429,0.484
2,45,332530,191,223102,89228,0.6538366733793142,0.6425554790543466,0.5964207920063245,0.6012327838398345,0.93746137280926,0.9994259454618134,0.9978639886377616,0.5984716503009186,0.2856850126468799,77812,4667,73747,4438,0.5119379574764726,0.500089352984832,0.3833179435634456,0.39084505588855445,0.49977480292504384,0.9434158998047988,0.4874244920373421,0.513410618966871,0.056762806164865384,1623,0,1531,0,0.5145846544071021,0.5,0.3397529830437513,0.3496633427267015,0.526228734315218,1.0,,0.5145846544071021,0.0,415,0,373,0,0.5266497461928934,0.5,0.34497090606816294,0.3633576802494609,0.4989631448044187,1.0,,0.5266497461928934,0.0,801,822,687,844,0.5215599239061509,0.5224020882054303,0.5214709788498076,0.5212806777990268,0.526228734315218,0.49353049907578556,0.5066026410564226,0.5383064516129032,0.5512736773350752,0.484,409,6,361,12,0.5342639593908629,0.5088568752220679,0.3758382164092935,0.39259862246779703,0.4989631448044187,0.9855421686746988,0.6666666666666666,0.5311688311688312,0.032171581769437,0.487
3,45,331898,246,215694,96964,0.6651064978086296,0.6546936783353599,0.6138437253568291,0.6180955849599337,0.9370946121609699,0.9992593573871574,0.9974693961526592,0.6061045449897003,0.3101279992835622,77623,5433,72930,4927,0.5130101359119524,0.4989344940697321,0.38812835103048904,0.3970595219284577,0.49953994275973157,0.9345863032171066,0.47557915057915057,0.5155858734133495,0.06328268492235765,1651,0,1503,0,0.5234622701331643,0.5,0.3436004162330905,0.3597237078001474,0.5289582353564626,1.0,,0.5234622701331643,0.0,387,0,401,0,0.49111675126903553,0.5,0.3293617021276596,0.32351009828275196,0.5027998479254061,1.0,,0.49111675126903553,0.0,565,1086,449,1054,0.5133164235890932,0.5217404883348586,0.5013294920634758,0.4977015455076651,0.5289582353564626,0.3422168382798304,0.49252336448598133,0.5571992110453649,0.7012641383898869,0.484,232,155,233,168,0.5076142131979695,0.5092179112941162,0.5043446683785957,0.5036294554493577,0.5027998479254061,0.599483204134367,0.5201238390092879,0.4989247311827957,0.41895261845386533,0.485
4,45,331115,364,221665,90805,0.6552071670272025,0.6447528945975336,0.5994206424442992,0.6038334677357827,0.923076219619015,0.9989018912208617,0.9960074148010837,0.5989996020116503,0.29060389797420555,78518,5203,73203,4842,0.5153122411384345,0.49994711873093645,0.38845841186294267,0.39823123252323495,0.501055968128291,0.9378531073446328,0.48203086112493776,0.5175157031656791,0.06204113011724005,1606,0,1548,0,0.5091946734305643,0.5,0.3373949579831933,0.34359943089474215,0.5307893364997538,1.0,,0.5091946734305643,0.0,432,0,356,0,0.5482233502538071,0.5,0.3540983606557377,0.3882499791961388,0.5054554203079484,1.0,,0.5482233502538071,0.0,787,819,699,849,0.518706404565631,0.5192434861517372,0.5185203510262402,0.5183463009410035,0.5307893364997538,0.4900373599003736,0.5089928057553957,0.5296096904441454,0.5484496124031008,0.485,52,380,29,327,0.48096446700507617,0.5194548481065335,0.40898446597312765,0.3890918111424801,0.5054554203079484,0.12037037037037036,0.4625176803394625,0.6419753086419753,0.9185393258426966,0.484
0,46,331526,102,244785,67494,0.6196857620743368,0.6079130380854086,0.5428155054495613,0.5484487718545151,0.9059836141798858,0.9996924264537373,0.9984910349724836,0.5752553742684071,0.2161336497170799,80018,3554,74917,3319,0.5150363393651736,0.49994836027920647,0.3744924451058445,0.38427017649436035,0.5006437671716242,0.957473795050974,0.48290411756147245,0.5164617420208475,0.04242292550743903,1607,0,1546,0,0.5096733269901681,0.5,0.33760504201680674,0.34413656994672276,0.5233909537107625,1.0,,0.5096733269901681,0.0,397,0,392,0,0.5031685678073511,0.5,0.33473861720067455,0.3368599012133531,0.5190973114686681,1.0,,0.5031685678073511,0.0,440,1167,373,1173,0.5115762765620044,0.5162671639520178,0.483670986758995,0.4813487184397814,0.5233909537107625,0.2738021157436217,0.5012820512820513,0.5412054120541205,0.758732212160414,0.484,235,162,225,167,0.5095057034220533,0.5089799773813808,0.5058351149139744,0.5061050111278037,0.5190973114686681,0.5919395465994962,0.5075987841945289,0.5108695652173914,0.4260204081632653,0.485
1,46,332470,136,243023,69522,0.6230975384057376,0.6110147383360478,0.5480145709508586,0.5537428495843235,0.9054373354364739,0.9995911077972135,0.9980476040081542,0.5777133692329881,0.22243836887488203,79026,3568,74532,3438,0.5135895966717321,0.5004473091966812,0.3750988834926274,0.383570877165435,0.4997531903742578,0.9568007361309538,0.4907222380816443,0.514632907435627,0.04409388226240862,1611,0,1542,0,0.510941960038059,0.5,0.33816120906801006,0.34556150194009777,0.5218846435940974,1.0,,0.510941960038059,0.0,393,0,396,0,0.49809885931558934,0.5,0.33248730964467005,0.3312230993418386,0.48485491042742956,1.0,,0.49809885931558934,0.0,1027,584,934,608,0.5185537583254044,0.5158926833274159,0.5098987819593342,0.511324064463532,0.5218846435940974,0.6374922408441962,0.5100671140939598,0.52371239163692,0.3942931258106355,0.485,288,105,289,107,0.5006337135614702,0.5015132238414681,0.4728940586001085,0.4724342853134561,0.48485491042742956,0.732824427480916,0.5047169811320755,0.49913344887348354,0.2702020202020202,0.485
2,46,332617,106,239308,73020,0.6288448510272832,0.6167370480823609,0.5571145515321745,0.562749976664987,0.9075740503984642,0.99968141667393,0.9985504471733719,0.5815745071469162,0.23379267949079174,78813,3664,74735,3452,0.5120313200219091,0.49986302794396414,0.3743855270943715,0.38222115098018955,0.500779371761797,0.9555754937740218,0.48510399100618323,0.5132792351577357,0.0441505621139064,1583,0,1571,0,0.5019023462270134,0.5,0.33417774963056784,0.33544919319289085,0.5145581253395302,1.0,,0.5019023462270134,0.0,421,0,367,0,0.5342639593908629,0.5,0.348221670802316,0.372084577177094,0.4803795297300446,1.0,,0.5342639593908629,0.0,708,875,670,901,0.510145846544071,0.5103860519933909,0.5083047045108975,0.5081902293585758,0.5145581253395302,0.4472520530638029,0.5073198198198198,0.5137880986937591,0.573520050922979,0.484,31,390,17,350,0.48350253807106597,0.5136563391949879,0.3822679093884045,0.3651310129969822,0.4803795297300446,0.07363420427553444,0.47297297297297297,0.6458333333333334,0.9536784741144414,0.483
3,46,332114,157,234392,78139,0.6362464756622963,0.6247737460699847,0.569450139968411,0.5746418307513514,0.9165973024884275,0.9995274941237725,0.9979947890058241,0.5862497484580922,0.2500199980161968,78892,4037,74194,3790,0.5138304549663483,0.4999597582245419,0.37843372157449146,0.38734875508388844,0.4997778424341247,0.9513198036874917,0.48422128529449343,0.5153443162666737,0.04859971276159212,1606,0,1548,0,0.5091946734305643,0.5,0.3373949579831933,0.34359943089474215,0.5139862305759089,1.0,,0.5091946734305643,0.0,398,0,390,0,0.5050761421319797,0.5,0.33558178752107926,0.3389887092218009,0.5305308594253317,1.0,,0.5050761421319797,0.0,539,1067,463,1085,0.5149017121116043,0.5182604155605111,0.49991502238434754,0.4983230297026976,0.5139862305759089,0.3356164383561644,0.504182156133829,0.5379241516966068,0.7009043927648578,0.484,260,138,233,157,0.5291878172588832,0.527915217111197,0.521004038765596,0.521639672046628,0.5305308594253317,0.6532663316582915,0.5322033898305085,0.5273833671399595,0.4025641025641026,0.485
4,46,331386,186,236355,76022,0.6326712208575523,0.6214026123987385,0.5641259657942514,0.5692783215332752,0.9125565252616252,0.9994390358655134,0.9975593113583876,0.5836922117655762,0.24336618893196363,79564,4064,74241,3897,0.515936599779929,0.5006385685592387,0.38036269923393057,0.39019922921394207,0.49987420951909045,0.9514038360357775,0.48951136791860317,0.5173043789213615,0.04987330108269984,1609,0,1545,0,0.510145846544071,0.5,0.33781230317027083,0.3446670867476004,0.5240855945822548,1.0,,0.510145846544071,0.0,395,0,393,0,0.501269035532995,0.5,0.3338968723584108,0.3347443263491682,0.4819982607015171,1.0,,0.501269035532995,0.0,788,821,687,858,0.5218769816106531,0.5225424945844672,0.5216413539182461,0.5214259228851882,0.5240855945822548,0.4897451833436917,0.5110184633710542,0.5342372881355932,0.5553398058252427,0.485,346,49,333,60,0.5152284263959391,0.5143105614068992,0.44168206132638904,0.4421963715716306,0.4819982607015171,0.8759493670886076,0.5504587155963303,0.5095729013254786,0.15267175572519084,0.486
0,47,331847,138,244490,67432,0.6200879940736783,0.607883284629744,0.543030880455394,0.5488777381242995,0.9043296185448618,0.9995843185686101,0.9979576735237532,0.5757863888662362,0.21618225069087785,79039,4176,74684,3909,0.5126322555127064,0.4997769968621943,0.3786831060283153,0.38692366198355094,0.501779671739624,0.9498167397704741,0.48348794063079775,0.5141650891538677,0.04973725395391447,1629,0,1524,0,0.5166508087535681,0.5,0.34065244667503136,0.3519967241570733,0.5208555882632534,1.0,,0.5166508087535681,0.0,415,0,374,0,0.5259822560202788,0.5,0.3446843853820598,0.36259574127643807,0.5056955093099671,1.0,,0.5259822560202788,0.0,1158,471,1013,511,0.529337139232477,0.523083699482316,0.5086474566304028,0.5120051330959635,0.5208555882632534,0.7108655616942909,0.5203665987780041,0.5333947489636113,0.3353018372703412,0.485,26,389,17,357,0.48542458808618505,0.5085980284775465,0.37551855895196506,0.3619048212042218,0.5056955093099671,0.06265060240963856,0.4785522788203753,0.6046511627906976,0.9545454545454546,0.483
