perm,fold,epoch,train_mse_ang_ch,train_mse_ang_sac,test_mse_ang_ch,test_mse_ang_sac
perm7,1,25,10547.619023141815,10505.719826786239,11012.116498417925,11115.92024203423
perm7,1,26,10377.078610140483,10178.339317059808,10766.313928235419,10718.928808131106
perm7,1,27,10620.227888558364,10673.222041110601,11139.7461163504,11420.652240267933
perm7,1,28,10447.383082451051,10324.498262529823,10901.466491759766,10947.893268453792
perm7,1,29,10378.912129230212,10296.086712950446,10837.883279796635,10846.120053727804
perm7,1,30,10402.271802928643,10245.792977911724,10819.284189899716,10795.375858858251
perm7,1,31,10418.96942360372,10323.036039655473,10881.95728471803,10892.021479631643
perm7,1,32,10412.0410136487,10305.853192105431,10857.616128732421,10873.220984428946
perm7,1,33,10461.432467263885,10401.211846690918,10925.040962930987,10995.927435185671
perm7,1,34,10487.651550562736,10405.142899400224,10972.071199737085,11007.353804077535
perm7,1,35,10437.564908021479,10352.3023719174,10941.964064188707,10981.875658546965
perm7,1,36,10442.70781436921,10369.427130640292,10965.993770487252,10969.348923299985
perm7,1,37,10403.819606873569,10460.906224473274,11037.978643958306,11083.045154454803
perm7,1,38,10373.035403924776,10414.473879162084,11008.435514756478,11047.151711588622
perm7,1,39,10293.099020588033,10229.44301786964,10993.72643628354,10892.94840913086
perm7,1,40,10298.542215472817,10291.187842848703,10998.914034902398,10931.462207216196
perm7,1,41,10347.846894894254,10373.191113420553,11032.534268717825,11007.971994600255
perm7,1,42,10315.432975170137,10334.505355203111,11018.724699498805,10989.563325486308
perm7,1,43,10273.339116358151,10298.081046409685,10956.008663206107,10919.684045524411
perm7,1,44,10278.707924159442,10247.057231556413,10950.00014414442,10844.31354044155
perm7,1,45,10385.493058733715,10390.772470587059,11127.240167397968,11075.607405603088
perm7,1,46,10441.499901754916,10450.281338431956,11167.192635044368,11120.691835138958
perm7,1,47,10334.393535196463,10346.543670872768,11041.517309113553,10999.261414015597
perm7,1,48,10314.397363012386,10326.215411651347,11024.061247487038,10985.920697688072
perm7,1,49,10415.342769143108,10437.64627040136,11169.454010691776,11147.50996210272
perm7,1,50,10286.252408976829,10305.133428916688,10982.338142495193,10945.098295558599
perm7,2,1,10797.645766031148,10781.142587920313,10815.501723311709,10902.241762009819
perm7,2,2,10799.733138915228,10703.731774124646,10783.463704208702,10552.864806415268
perm7,2,3,10795.152668514871,10835.851495306606,10798.963295696607,10773.238070551793
perm7,2,4,10798.267675564084,10896.081568256448,10785.544848165424,10615.266667998183
perm7,2,5,10796.108671704687,10724.793541337282,10797.351422049327,11157.389462637107
perm7,2,6,10790.238037504472,10753.838826885438,10808.514670308992,10691.512711399582
perm7,2,7,10809.238245136896,10965.23997145817,10801.538709769951,10718.592295629203
perm7,2,8,10815.534303728571,10996.175831469094,10807.029379650745,10796.58470290747
perm7,2,9,10786.42145511684,10659.344470037635,10781.751003908606,10634.229515406269
perm7,2,10,10818.255099958249,10997.858706558536,10835.265949125356,11155.700663913129
perm7,2,11,10788.758752927804,10621.370817773446,10817.904105427153,10981.293142957764
perm7,2,12,10813.706548211876,10946.18844407862,10804.986425222774,10593.759067036686
perm7,2,13,10818.582205852408,11106.77987260751,10812.937660007308,10834.135487570133
perm7,2,14,10785.674579385775,10595.216737781659,10777.88340018535,10464.872164821525
perm7,2,15,10793.611540209535,10827.853859635135,10758.173637120544,10172.705306648271
perm7,2,16,10799.050514080684,10842.701708918014,10777.028853297568,11133.31667269453
perm7,2,17,10799.757930421267,10803.641211027765,10793.459332444996,10949.184268775623
perm7,2,18,10809.666790957215,10979.956415092254,10814.960732206515,10846.17016543014
perm7,2,19,10792.229402773897,10697.123422714809,10846.365877805094,11603.65166671557
perm7,2,20,10795.925608398398,10582.27056769824,10801.679754128403,11031.149145278212
perm7,2,21,10805.066803853293,10657.69665881512,10808.871182263472,10787.272780961575
perm7,2,22,10811.795805205573,10912.26356030106,10792.125556097531,10697.302646365073
perm7,2,23,10797.885923788477,10755.6379458375,10807.24996720651,10850.362717332175
perm7,2,24,10791.640174372636,10719.163167587845,10745.665899900752,10336.524607887233
perm7,2,25,10816.8031545526,10845.282456210965,10853.359784570623,11718.41814731491
perm7,2,26,10808.059263919455,10764.913266368092,10819.278388488792,11219.474561055153
perm7,2,27,10809.614001308786,10899.521846886646,10787.919328396809,10898.375004257921
perm7,2,28,10794.707697919532,10913.997967008665,10834.593648562808,10949.353759725213
perm7,2,29,10783.431200414301,10797.203743411992,10786.597882255463,10568.261731596096
perm7,2,30,10797.081583033669,10851.496171272403,10824.210005365314,11080.474978149317
perm7,2,31,10806.67511451588,10862.684509492501,10779.762231387997,10555.342174084346
perm7,2,32,10829.838017675269,11075.445309713903,10790.503136061707,10802.405469780217
perm7,2,33,10797.75751163537,10848.849722263989,10774.545474728651,10598.1983036307
perm7,2,34,10795.362249267057,10677.33823725475,10766.535916020486,10449.190127843518
perm7,2,35,10810.689003765423,10999.543095536863,10770.51641889728,10401.90782370606
perm7,2,36,10785.567991556865,10694.352361046354,10776.554908247525,10360.156364327193
perm7,2,37,10791.3019172064,10809.96789053452,10808.523811056575,10956.360042451162
perm7,2,38,10784.391856196215,10695.039513726457,10772.682783897946,10548.964509997642
perm7,2,39,10784.101605153535,10722.979282195329,10791.54588129803,10527.59404000213
perm7,2,40,10787.970150606163,10691.38075880171,10792.240966703772,10753.036921962244
perm7,2,41,10811.452409129517,10948.457876436758,10833.646902937682,11442.070642754245
perm7,2,42,10808.743491611158,10933.835057661145,10853.621919164012,11485.479141751546
perm7,2,43,10814.529193857346,10900.00077512388,10815.137954358777,10961.615945577101
perm7,2,44,10802.715998975777,10656.621508247452,10787.639486581742,10602.806940911303
perm7,2,45,10806.568793593227,11067.70019194976,10789.642115485063,10621.927109781936
perm7,2,46,10791.760976154861,10606.725435921831,10823.039452603987,11133.559948390106
perm7,2,47,10798.336276882414,10734.203197164887,10808.284155781665,11090.53576822574
perm7,2,48,10805.468283846718,10771.65934886216,10799.95242849982,10733.034784118876
perm7,2,49,10790.04754767905,10683.975293809668,10783.822204616776,10380.395255192869
perm7,2,50,10825.073244656238,10985.973844624003,10793.974383224773,11150.099426781886
perm7,3,1,10799.36525037614,10810.032991725313,10786.84440510736,10758.403358472175
perm7,3,2,10830.560916711833,11245.072874324236,10825.570543318645,10834.634456188602
perm7,3,3,10799.817102491843,10865.586455361881,10802.756980409436,10639.581452948525
perm7,3,4,10797.136729477823,10994.364753085692,10873.92680406,11302.469008961172
perm7,3,5,10787.329968889375,10507.31908208944,10807.453934385252,10743.892093249318
perm7,3,6,10788.840425702514,10846.106017642824,10769.250377030492,10486.032336118169
perm7,3,7,10803.067892537943,10688.304852423424,10811.066765499914,11181.461609229318
perm7,3,8,10815.38968792058,10698.433736285158,10755.50577217477,10268.401964052448
perm7,3,9,10770.250947536342,10489.004041938624,10771.866919065003,10736.859079233105
perm7,3,10,10793.660721644572,10863.920255709338,10749.946420390093,10271.255644281973
perm7,3,11,10802.623365386198,10877.300119862892,10819.949289618693,11207.769808500156
perm7,3,12,10807.396319318113,11023.529528788378,10789.276241280939,10861.90687371458
perm7,3,13,10820.579143550744,11109.745688815612,10769.601227433966,10327.613708791147
perm7,3,14,10800.652812127346,10872.075976210393,10761.426699345982,10330.12671858362
perm7,3,15,10784.479439932466,10471.620568657243,10774.15835393408,10538.716393909497
perm7,3,16,10787.47238949956,10651.716446878248,10757.516436550188,10539.792152920249
perm7,3,17,10794.522507996255,10566.385274580896,10806.603868657643,10999.656836263322
perm7,3,18,10791.547014542784,10682.35535379644,10798.245759751917,10676.182086375424
perm7,3,19,10802.596486856486,11037.23100650744,10776.33590621811,10411.910933211024
perm7,3,20,10816.33832916012,11016.254782729437,10799.008661601492,10845.82741736061
perm7,3,21,10793.045877099672,10593.969609473756,10800.109854335351,11168.002818251918
perm7,3,22,10797.396947997964,10860.673456485973,10822.815787627887,11160.680971395861
perm7,3,23,10775.944549232729,10482.015705194688,10775.564948873027,10927.984619099221
perm7,3,24,10818.742007387818,11106.836641761889,10780.95795834162,10233.075880269704
perm7,3,25,10798.075775272182,10817.674967520818,10832.882131510163,10851.524526986666
perm7,3,26,10816.120798200553,10843.243083751713,10768.441707316948,10243.16834189771
perm7,3,27,10794.431898025814,10812.453369014043,10785.405718595272,10441.394305888232
perm7,3,28,10762.96704874132,10510.733400147787,10806.43356541083,11063.97108323163
perm7,3,29,10768.194982043571,10544.960179993894,10837.982222372826,11280.981238912647
perm7,3,30,10802.694263457013,10708.464852517358,10851.23291606029,11428.12421732413
perm7,3,31,10792.490644874682,10636.914822450422,10824.350594712805,10975.629588599775
perm7,3,32,10807.367569791952,10914.551495415477,10836.758035103732,11220.32305186364
perm7,3,33,10808.065803128526,11002.390561802596,10775.48974938146,10251.94909898849
perm7,3,34,10800.618934977552,10816.349979174407,10797.622662042326,10666.082894344649
perm7,3,35,10790.441717520924,10723.33362805704,10816.464623730099,11170.88872298056
perm7,3,36,10795.131658745831,10931.379768335937,10822.162835625042,11052.533644403693
perm7,3,37,10803.015221642523,10724.188108505597,10810.093885405387,11125.599375486288
perm7,3,38,10799.211205406256,11019.538064253065,10808.631200477164,11281.23049581761
perm7,3,39,10792.329117265748,10768.885957390166,10798.304566112434,10491.689874431997
perm7,3,40,10801.600038123617,11026.46111050231,10806.847004379793,10777.13989658334
perm7,3,41,10817.383556517427,10896.057501822186,10804.852322494853,10625.193876447607
perm7,3,42,10790.052582103575,10713.253211371024,10851.127092769384,11671.98063688721
perm7,3,43,10801.817509522993,10908.356967998965,10829.32084113588,10958.167824236218
perm7,3,44,10804.613676419252,10869.235711061348,10826.801649228737,10843.248102383564
perm7,3,45,10783.520043046627,10585.211282696782,10837.390506358037,11461.910466146623
perm7,3,46,10798.997635214862,10738.804326608553,10827.06509293623,11264.407786358606
perm7,3,47,10797.227073995587,10848.202448711374,10782.927241334648,10529.860860601879
perm7,3,48,10800.591831993654,10724.480555591204,10782.924295548006,10654.471780860555
perm7,3,49,10794.671855099221,10817.706803296694,10763.25646295721,10553.036014577623
perm7,3,50,10790.930559098912,10669.844744435415,10810.990566851819,10769.05078892866
perm7,4,1,10796.946749292705,10708.718103190897,10790.501531265962,10724.931182684226
perm7,4,2,10813.234934872307,10983.308135537829,10802.522882848782,10387.802757282305
perm7,4,3,10807.475581354442,11159.000152145862,10832.05453619125,11596.943979963415
perm7,4,4,10783.44090695509,10758.604243280664,10781.292812261783,10711.997603204527
perm7,4,5,10806.40315041917,10904.453246247867,10748.987530909171,10473.518166042948
perm7,4,6,10754.967019593385,10554.646403046161,10736.871198569292,10484.742764232555
perm7,4,7,10633.083353883978,10192.051085697482,10558.462554310488,10053.171689825174
perm7,4,8,10669.861614734004,10382.314218990792,10636.42133132967,10148.345381348072
perm7,4,9,10803.366675122475,10856.600078297039,10803.364584637098,10815.931233740752
perm7,4,10,10783.022804422046,10696.187066621613,10700.787203496411,10494.18416313309
perm7,4,11,10757.958459102003,10413.132896917024,10672.701484852356,10163.635580242368
perm7,4,12,10672.234295563287,10275.846925561034,10631.396756598675,9952.93504002522
perm7,4,13,10778.905877237614,10603.74632025094,10752.676466324248,10267.070874013905
perm7,4,14,10695.98158481074,10311.531265513217,10647.551236702755,10138.41699823301
perm7,4,15,10711.660487688414,10303.02293430284,10654.464995661134,10171.50090176228
perm7,4,16,10695.067605250946,10273.348276068207,10630.765869184677,10005.9900382253
perm7,4,17,10710.85998849177,10391.773804020782,10668.375055549468,10215.057399300822
perm7,4,18,10811.789793023716,10993.086465217111,10779.453927251414,10855.677022961228
perm7,4,19,10800.439787430121,10873.898362405655,10761.160832351785,10286.738306311516
perm7,4,20,10734.202318051053,10481.649779178797,10731.255203696546,10431.585512973876
perm7,4,21,10781.617786467421,10659.521264256438,10826.232809996187,10776.474459747502
perm7,4,22,10787.297707083177,10749.495996741054,10780.184468470707,10627.304278119844
perm7,4,23,10745.73780691539,10476.262036693517,10691.81646479188,10097.612708334287
perm7,4,24,10714.495047766723,10318.74898169004,10660.719770157139,10067.82260226736
perm7,4,25,10758.882487894518,10444.932325974034,10735.95272985308,10227.720208993554
perm7,4,26,10664.158892005777,10165.847574648911,10607.730089235918,10088.832355397966
perm7,4,27,10648.501559936696,10192.977922740532,10612.865236423255,10139.091695427913
perm7,4,28,10573.684631021311,10207.243069385851,10493.60066040189,10000.203547990863
perm7,4,29,10596.79784588379,10184.513455638122,10529.073278975866,10065.242149475569
perm7,4,30,10649.826614439413,10285.025246201134,10557.74920073272,10169.735643371852
perm7,4,31,10656.522991559043,10488.498610520215,10615.766692033741,10293.72788360663
perm7,4,32,10541.04099500582,10171.955629763177,10458.777612551123,10006.731213753506
perm7,4,33,10510.489546306759,10220.938327305983,10414.302348110783,10125.64361334836
perm7,4,34,10505.626425444489,10214.192086748288,10407.759105344932,10071.28145311393
perm7,4,35,10500.592501862175,10180.002621754382,10388.395166713131,9989.837936358028
perm7,4,36,10476.80051803515,10223.884977414216,10409.024285531917,10128.919417172652
perm7,4,37,10497.925498789653,10280.437750833225,10385.916443552664,10151.874459599328
perm7,4,38,10680.51397171398,10653.542241498762,10528.489722863636,10347.452515219778
perm7,4,39,10458.87924079649,10171.229061129565,10356.210290143248,10044.837055858396
perm7,4,40,10485.145330474266,10193.364769737458,10370.17359956872,10098.8367428896
perm7,4,41,10425.297902333641,10146.876543910981,10351.540229482453,10010.218352738102
perm7,4,42,10413.412484263714,10116.648555686905,10367.468868316008,10072.07626094909
perm7,4,43,10408.284011760916,10123.152961950316,10321.74833779625,10026.784854157077
perm7,4,44,10387.763069327397,10175.194802060543,10289.286150398962,10010.014601862344
perm7,4,45,10402.616981182946,10173.242923545688,10330.554423091224,10033.132880430943
perm7,4,46,10424.233137286636,10146.383090589155,10327.882534561992,10029.320014133595
perm7,4,47,10544.359755818687,10287.533836276903,10427.081774765027,10175.678842384303
perm7,4,48,10432.107151749515,10123.314464665884,10330.513398030645,9987.677453236312
perm7,4,49,10404.429583732823,10129.84022983065,10366.022858871149,10096.173492365973
perm7,4,50,10447.040473223542,10195.81766780158,10345.057239151787,10043.212829948709
perm8,0,1,10665.301947949654,10119.727643222946,10812.726613211069,10707.432771215184
perm8,0,2,10483.97886971811,10074.443163220725,10720.290900831047,10547.702842873387
perm8,0,3,10586.794535773297,10337.263896074608,10863.969384106764,10842.86229517261
perm8,0,4,10239.730847818639,10027.205719016183,10552.810212639299,10524.350753777013
perm8,0,5,10241.809031487912,10048.631420637506,10574.461860456213,10553.689887926572
perm8,0,6,10157.359076772753,10006.81249612662,10519.836885054558,10507.803180839583
perm8,0,7,10156.847518336532,9998.124868369057,10518.77423125188,10532.775849977994
perm8,0,8,10103.561026178048,10016.505624643189,10466.426066276912,10487.032315892595
perm8,0,9,10104.741919577495,10037.261155690238,10474.19476198035,10537.357754357381
perm8,0,10,10065.962053426641,10018.658623340732,10446.472891434849,10527.447852826437
perm8,0,11,10231.553086901024,10185.189842085563,10607.616465427633,10724.347930994647
perm8,0,12,10129.48887874184,10050.485501500021,10467.54267943243,10585.497266507999
perm8,0,13,10116.927582863404,10038.508847463336,10483.21962954908,10580.046007060932
perm8,0,14,10057.971699074762,10042.067558562523,10443.526289976151,10535.759056078658
perm8,0,15,10141.409832310655,10066.160153080571,10513.636038366047,10605.097237747197
perm8,0,16,10092.544251208681,10043.334009002047,10481.312060399207,10576.694530901383
perm8,0,17,10129.429569127396,10031.04317657434,10494.071154807054,10590.99716560555
perm8,0,18,10050.963090379397,10051.870142241616,10430.679482670457,10546.682650604338
perm8,0,19,10094.780858596921,10053.219598876567,10488.543859872276,10609.457355064076
perm8,0,20,10133.181632260772,10115.808467222227,10518.956017432336,10643.920663870489
perm8,0,21,10084.515576624697,10020.450575573886,10452.949465686435,10554.037241611382
perm8,0,22,10140.068728218801,10091.389738246638,10539.25897177169,10662.624624251273
perm8,0,23,10099.905371298908,9995.23067029141,10450.77675611371,10529.972642144337
perm8,0,24,10142.979899362244,10070.83356658164,10521.027541447487,10643.258924233303
perm8,0,25,10098.78878198556,10034.139568192004,10503.736595687174,10618.0298088249
perm8,0,26,10146.769768318718,10051.49579973759,10550.331159762663,10628.045295406282
perm8,0,27,10179.266695240294,10080.01484779928,10546.10272356813,10661.498902353185
perm8,0,28,10089.377154237445,10049.412694264325,10488.043104197897,10608.679939061427
perm8,0,29,10090.424726338295,10011.796786755895,10480.171080939188,10589.75841439882
perm8,0,30,10092.912803649751,10066.651020119014,10493.003066043515,10617.196596429512
perm8,0,31,10120.556659775835,10066.833737115243,10500.254764699373,10635.44125564826
perm8,0,32,10106.68672974189,10027.89383337572,10522.094614914542,10608.975927352472
perm8,0,33,10116.784400917537,10024.128362254163,10529.146267628723,10604.310143938881
perm8,0,34,10057.333364863433,10016.07944982548,10469.354854882318,10573.592082073095
perm8,0,35,10121.547576929666,10047.042618207066,10517.372320296174,10631.734644227417
perm8,0,36,10074.363631380847,10013.571984331562,10463.425182942508,10592.837283451128
perm8,0,37,10099.292048387111,10063.992236426437,10514.420644347798,10639.744174423982
perm8,0,38,10129.431943503065,10006.933503481523,10503.325193459934,10545.96374912974
perm8,0,39,10173.214064920028,10089.972669936476,10573.004846102247,10671.48260104136
perm8,0,40,10111.026714305151,10017.714766572572,10521.999681340969,10583.791815368008
perm8,0,41,10112.434106903665,10044.688281814435,10510.807508788814,10635.360267450582
perm8,0,42,10114.837490101861,10037.707302699315,10515.404888053767,10625.099092940254
perm8,0,43,10120.55672606606,10042.55105989151,10528.432656419487,10637.49603243226
perm8,0,44,10079.327443014503,9962.002669436026,10478.588765323846,10553.855528797112
perm8,0,45,10086.43083284783,9975.675842808394,10492.637339574092,10539.210251951834
perm8,0,46,10088.175969444288,10011.646977600234,10516.797291039302,10596.534344755539
perm8,0,47,10113.359124287252,10029.493067626881,10532.622380472829,10638.513127993243
perm8,0,48,10181.279522648083,10088.562103247234,10570.029494488266,10679.13067107263
perm8,0,49,10084.386731627936,9989.706875644606,10508.781784618948,10579.44912110056
perm8,0,50,10214.971155683092,9949.532762640643,10516.164107743294,10556.766045220647
perm8,1,1,10803.557886616256,10890.769058173462,10811.541416482447,10691.779852248554
perm8,1,2,10814.987014467213,10995.562470254981,10810.798355362167,11020.267610722234
perm8,1,3,10794.802527854894,10765.560961034462,10762.239236276611,10158.160588585903
perm8,1,4,10774.119730604034,10506.365419909533,10776.92380991846,10266.919399789302
perm8,1,5,10798.411411571638,10767.48928028853,10796.212568361461,10922.940801051944
perm8,1,6,10796.02577167361,10729.839020191293,10785.826153668146,11097.143463652412
perm8,1,7,10796.73526734364,10810.065401102847,10807.218166926958,10775.668992242812
perm8,1,8,10786.901586092357,10572.18934072125,10773.933458843634,10318.694845334236
perm8,1,9,10804.357405868608,10738.252521408678,10799.512886861881,10996.141106014451
perm8,1,10,10791.880355482868,10648.73814457704,10808.872509899911,10862.085077666778
perm8,1,11,10812.477739904394,11119.059743620675,10854.203243851496,11374.455734231437
perm8,1,12,10788.618030936319,10572.020552447018,10837.386903467317,11108.30808121414
perm8,1,13,10793.158603478438,10676.561531309428,10818.832349712467,10880.424559425152
perm8,1,14,10803.739183236203,10944.140847688133,10842.317053459483,11782.031339216583
perm8,1,15,10785.541100785256,10582.619926162404,10789.976437610445,10682.15370885449
perm8,1,16,10812.891534715227,10801.844490736732,10791.916764161595,10577.001205619337
perm8,1,17,10779.679616108766,10653.130020779103,10801.517651665436,11000.446239720628
perm8,1,18,10800.810631242832,10648.67570713014,10793.980754607755,10594.719522295052
perm8,1,19,10790.931874890879,10642.178362646388,10814.791923692692,11057.315613554745
perm8,1,20,10801.776218077603,10808.44356488757,10813.237005804438,10734.740587641878
perm8,1,21,10804.313855891094,10991.088082312906,10809.43242858323,10971.66983320621
perm8,1,22,10793.180989669969,10697.98355271513,10807.932438569474,11010.794782013603
perm8,1,23,10817.397569641054,10839.808570585103,10789.698586789757,10288.927553319707
perm8,1,24,10787.92549859681,10724.435053953886,10779.769755130435,10490.308280329391
perm8,1,25,10800.072306736163,10800.997273707502,10856.968736911978,11471.151673636345
perm8,1,26,10787.987149520763,10594.455531957827,10825.28525322909,10853.895473764871
perm8,1,27,10793.753075821698,10552.45382553648,10821.889311657682,11490.2986233734
perm8,1,28,10822.57012936783,10984.802315642157,10798.546130344526,10708.74464662465
perm8,1,29,10798.616303306784,10864.889079683306,10784.699549328388,10536.133861068185
perm8,1,30,10792.035889226892,10729.34178408806,10805.611310445862,11557.120651718224
perm8,1,31,10796.35598688171,10804.806077928972,10789.087527859103,10500.03458874341
perm8,1,32,10807.285646768143,10944.957716294817,10768.071846417271,10452.789049579995
perm8,1,33,10802.81838583453,10746.504519609985,10836.854413211342,11233.336226773943
perm8,1,34,10786.804358965463,10643.235204254883,10808.735423176995,10876.819177060648
perm8,1,35,10806.349961507392,11059.715806102226,10796.342753055378,10409.160890147508
perm8,1,36,10779.557316431008,10450.81347498062,10797.983570317816,10787.569293541997
perm8,1,37,10813.17367370076,11115.889389188087,10791.560741261379,10426.381729986397
perm8,1,38,10795.860762365122,10844.339059087188,10833.203292669092,11522.481440704167
perm8,1,39,10799.317450699282,10693.697223832183,10760.77806405588,10417.269467921578
perm8,1,40,10807.490589408708,10892.839389165205,10786.692854150828,10571.57147771178
perm8,1,41,10774.900512009513,10488.861843791512,10791.249101607653,10887.155975900236
perm8,1,42,10801.531997366234,10816.390855131185,10818.752510707829,11109.97125634211
perm8,1,43,10792.449166188857,10577.822074790614,10762.94012770071,10291.366988911426
perm8,1,44,10791.54047439586,10622.013389766986,10818.996341187074,11071.69728484358
perm8,1,45,10787.958937304378,10652.77545406102,10811.402850576633,10764.745393659363
perm8,1,46,10801.413065371436,10806.832354910706,10771.79499420095,10595.120500368943
perm8,1,47,10803.490732112228,10848.80959976071,10802.967427330042,10892.01128695888
perm8,1,48,10805.238521171217,10921.716103852275,10823.807499726801,11048.641869969722
perm8,1,49,10776.599561060404,10577.304880234022,10809.972144148496,10665.170541238618
perm8,1,50,10813.970940159796,10999.401536883237,10817.194567086828,10910.09654823383
perm8,2,1,10791.000692796868,10565.527463198578,10811.722564500316,11017.810398050173
perm8,2,2,10792.391285723854,10831.808437609185,10771.687043659373,10308.678567736039
perm8,2,3,10799.470275066078,10870.593439183847,10766.636717821251,10211.383878364115
perm8,2,4,10810.850624040117,10944.332343855285,10774.561535713938,10421.958483881714
perm8,2,5,10807.788504668319,10804.190847873515,10773.764520126402,10394.2150725418
perm8,2,6,10798.879687217652,10720.914056749338,10769.229963679147,10685.063092001932
perm8,2,7,10789.736985564808,10814.56471605289,10834.168643730834,10939.255069702233
perm8,2,8,10781.027697635936,10467.067915443973,10882.623458191376,11717.52771908556
perm8,2,9,10808.029488033993,10799.29720384433,10793.375943598228,10690.432657684973
perm8,2,10,10796.101498720105,10719.999126141533,10792.980122104527,10877.609031667216
perm8,2,11,10792.010051800558,10731.715527541453,10807.661177165386,10605.267188447253
perm8,2,12,10796.642235440697,10760.057054165562,10809.807594281829,10712.126853343383
perm8,2,13,10805.374669748566,10865.754046642107,10839.041798379569,11195.204606106794
perm8,2,14,10804.537982205038,10915.421690041494,10827.715703452099,11182.822350456261
perm8,2,15,10787.064196000058,10618.212405453343,10793.054773985372,10496.895625398203
perm8,2,16,10806.698828693512,11028.231684562192,10817.498539933795,10836.495510360515
perm8,2,17,10819.028755740866,11026.180702280983,10783.06633365479,10726.956445473612
perm8,2,18,10785.089799903744,10600.476353833039,10784.581619567018,10763.346566426984
perm8,2,19,10795.90594371484,10657.620690624577,10766.731895320409,10254.949010014809
perm8,2,20,10805.268777859921,10810.260385282416,10839.481018940334,11407.470838932004
perm8,2,21,10803.932229352968,10908.620385114362,10771.157747892601,10257.608730838012
perm8,2,22,10777.418562753652,10657.626287297468,10816.336208400327,10659.939066602217
perm8,2,23,10814.922882019757,11102.658236554395,10783.169706992096,11237.182955906306
perm8,2,24,10800.879087311743,10764.966970086634,10861.004150443623,11617.484004266165
perm8,2,25,10806.113993140805,10694.757498323377,10816.509228628127,11062.29714026036
perm8,2,26,10791.768866497303,10711.038692973238,10843.86662361993,11251.187425785058
perm8,2,27,10809.256427697179,10657.11866209569,10768.904602689548,10511.392531843943
perm8,2,28,10815.893610323807,10831.476095833857,10798.716561855746,11055.86005811519
perm8,2,29,10798.02245863695,10896.131322304482,10810.60613148899,11142.530455939439
perm8,2,30,10804.801173279146,10853.078916517221,10794.478779084422,11039.429964378325
perm8,2,31,10802.310340299362,10786.777612585694,10795.928054860728,10391.344761722943
perm8,2,32,10804.385841512585,10917.095342319197,10813.30648937615,11232.999771820594
perm8,2,33,10819.542718700037,11012.920188341883,10784.244685095826,10632.11375546689
perm8,2,34,10816.506447913816,10946.510121837293,10803.117876550292,10896.405234274693
perm8,2,35,10795.32410252933,10825.37371200971,10782.536092147884,10950.974577153267
perm8,2,36,10767.638910496435,10420.615481030976,10823.596524529976,11120.156679876345
perm8,2,37,10792.668636823066,10716.348518655672,10772.644036365376,10776.448799144793
perm8,2,38,10830.520208392203,11066.53280738024,10878.98932285284,11709.336638405342
perm8,2,39,10804.325153938124,10993.419145666914,10827.51053480043,10730.793528422459
perm8,2,40,10812.734183622066,11032.434111289887,10804.570946115842,10941.022492439935
perm8,2,41,10780.52917014115,10556.933881572115,10797.086480329586,10613.70318847905
perm8,2,42,10802.312006299377,10945.745471234379,10800.686770991679,10694.301188813775
perm8,2,43,10818.568454194377,11042.742495292321,10826.59321001616,11395.72981484671
perm8,2,44,10813.081089617559,10851.422877249806,10795.980956403258,11015.747144824223
perm8,2,45,10801.738880787136,10749.123870426114,10816.810935840367,10753.418555490103
perm8,2,46,10783.438203375312,10640.096132515771,10812.841852603657,10983.22970185234
perm8,2,47,10791.723924681079,10549.884303072362,10840.905690604772,11359.41168610466
perm8,2,48,10801.964478155225,10902.284919926664,10791.900375135701,10820.74123980183
perm8,2,49,10808.50192802703,10877.638227880225,10815.617283643858,11397.490615307923
perm8,2,50,10785.72212711746,10587.520438207912,10829.930982192289,10877.664527136783
perm8,3,1,10785.60863250178,10618.654843325066,10785.917815514807,10443.852825606155
perm8,3,2,10823.28517858525,11008.761185258187,10764.688730130698,10361.659916886996
perm8,3,3,10805.390251141353,10992.220578118133,10824.13329295357,10878.096568488265
perm8,3,4,10800.396472479984,11007.206355473088,10809.67744836021,10962.755622030194
perm8,3,5,10798.38165584202,10879.32174733899,10824.057112544244,11181.726535767151
perm8,3,6,10791.733227100427,10791.73522307477,10808.81291668386,11137.52141733376
perm8,3,7,10787.814193584232,10653.604653381264,10798.848478242295,11152.786824088544
perm8,3,8,10803.39453696604,10819.785117594332,10776.363301582105,10588.45372653034
perm8,3,9,10790.262428365662,10718.060149997411,10812.284032156993,10729.564567328265
perm8,3,10,10805.616450343634,10819.62948874255,10794.847678389928,10690.455188791562
perm8,3,11,10798.84619859421,10874.941935477247,10765.806519641254,11021.444044408407
perm8,3,12,10810.140933631514,10854.276651995435,10819.664022694327,11341.55293290122
perm8,3,13,10793.813734590389,10753.248695618426,10840.311670064855,11087.177544391567
perm8,3,14,10818.47214654988,10959.043750998675,10796.055403835344,10371.307696676724
perm8,3,15,10791.831657363056,10835.547171269205,10789.723644353408,10643.77068029085
perm8,3,16,10779.911653256882,10742.58555199851,10825.067309469714,11116.047409698509
perm8,3,17,10805.08139462226,10872.829341028579,10785.950404467314,10674.729388773916
perm8,3,18,10793.120996884458,10900.127207254822,10852.926719953271,11051.407301289046
perm8,3,19,10808.19622632725,10870.929024857212,10771.736818104713,10579.891941109438
perm8,3,20,10812.355583857821,10901.265760183287,10772.398458110005,10730.853713718328
perm8,3,21,10797.720590686797,10712.364734819217,10800.518002009369,11002.677185032579
perm8,3,22,10828.100083358564,10946.922471230653,10785.079536605932,10572.361295593266
